Player,team,opponent,proj_mins,conf,last_5_games,last_5_games_fouls,pos,stat,bet_side,stat_projection,line,odds,book,win_pct,expected_value,xAiScore,manualRtg,manualNotes,full_odds_meta_data,team_averages,minutes_injury_summary,minutes_confidence_justification,xAiContext,matched_sim_means,sim_source,game_time_cst,kenpom_player_url
Solo Ball,Connecticut,UCLA,28.0,0.92,"[24, 25, 17, 29, 25]","[1.5, 1.6, 1.1, 1.8, 1.6]",GF,points_rebounds_assists,over,14.7053,13.5,-132,sleeper,0.56,0.9781,N/A,,LINE_CHANGED_16.5_TO_13.5:,sleeper 13.5 O -132; U -125,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Nagging wrist injury, managed with strong recent tournament play","High recent minutes (30, 32) in Sweet 16/Elite 8; reports confirm wrist improving and key role as starter (25-30+ MPG)",N/A,"10.15,3.26,1.29","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54875
Kylan Boswell,Illinois,Connecticut,29.0,0.9,"[17, 27, 34, 30, 27]","[1.1, 1.8, 2.3, 2, 1.8]",G,rebounds,under,3.6489,3.5,-120,fanatics,0.53,0.9761,N/A,,,fanatics 3.5 O -110; U -120 | sleeper 3.5 O -128; U -128,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,Recovered from February broken hand; full minutes recently,N/A,3.65,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53510
Yaxel Lendeborg,Michigan,Arizona,34.0,0.95,"[34, 27, 32, 35, 35]","[1.9, 1.5, 1.8, 1.9, 1.9]",C,points_rebounds_assists,over,27.7716,26.5,-125,draftkings,0.54,0.9746,N/A,,,draftkings 26.5 O -125; U NA | sleeper 26.5 O -139; U -119,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,N/A,"16.40,8.25,3.12","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55504
Alex Karaban,Connecticut,UCLA,37.0,0.95,"[40, 30, 35, 37, 38]","[2.4, 1.8, 2.1, 2.2, 2.3]",F,points_rebounds_assists,under,20.1571,20.5,-128,sleeper,0.55,0.9739,N/A,,LINE_CHANGED_21.5_TO_20.5:,sleeper 20.5 O -128; U -128,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,N/A,N/A,"12.23,5.87,2.06","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=52265
Jaden Bradley,Arizona,Utah St.,37.0,0.88,"[35, 31, 31, 34, 23]","[2.2, 1.9, 1.9, 2.1, 1.4]",G,points_rebounds_assists,over,22.792,21.5,-133,sleeper,0.55,0.9684,N/A,,LINE_CHANGED_22.5_TO_21.5:,sleeper 21.5 O -133; U -123,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,"High recent minutes as core starter in most lineups, past wrist scare resolved",N/A,"14.64,3.76,4.40","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=52396
Jake Davis,Illinois,Connecticut,14.0,0.9,"[28, 17, 14, 13, 14]","[1.9, 1.1, 0.9, 0.9, 0.9]",GF,threes,over,0.8283,0.5,-140,fanduel,0.56,0.9655,N/A,,,caesars 0.5 O -162; U NA | fanduel 0.5 O -140; U NA,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,"Season-long starter (17 straight, ~20 min avg), top KenPom lineup (20%), coach Underwood praises as leader/shooter with expanded role vs early-season (9 min vs UConn); recent tourney 13-17 aligns closer to 17 post-adjust",N/A,0.83,poisson_fallback,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54592
David Mirkovic,Illinois,Connecticut,37.0,0.9,"[37, 28, 23, 34, 38]","[2.5, 1.9, 1.6, 2.3, 2.6]",C,threes,over,1.6625,1.5,100,fanatics,0.48,0.9654,N/A,,,caesars 1.5 O -103; U -130 | draftkings 1.5 O +100; U NA | fanatics 1.5 O +100; U -130 | fanduel 1.5 O -120; U NA | sleeper 1.5 O -119; U -137,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,"Variance in recent games (23-38 min), but consistently heavy rotation player",N/A,1.66,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57910
Morez Johnson,Michigan,Arizona,24.0,1.0,"[24, 26, 27, 24, 23]","[2.2, 2.3, 2.4, 2.2, 2.1]",C,rebounds,over,7.4342,7.5,120,fanduel,0.44,0.9637,N/A,,,caesars 7.5 O -103; U -145 | draftkings 7.5 O +100; U NA | fanduel 7.5 O +120; U -158 | prophetx 7.5 O +103; U -161 | sleeper 6.5 O -159; U -104,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,N/A,7.43,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=56077
Trey McKenney,Michigan,Arizona,23.0,1.0,"[23, 25, 23, 28, 19]","[1.4, 1.6, 1.4, 1.8, 1.2]",GF,points_rebounds_assists,under,12.0513,12.5,-143,sleeper,0.57,0.9635,N/A,,,sleeper 12.5 O -115; U -143,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,N/A,"8.42,2.83,0.80","interpolated_sim,interpolated_sim,poisson_fallback",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=58414
Jaden Bradley,Arizona,Utah St.,37.0,0.88,"[35, 31, 31, 34, 23]","[2.2, 1.9, 1.9, 2.1, 1.4]",G,assists,under,4.3959,4.5,-137,caesars,0.56,0.9629,N/A,,LINE_CHANGED_5.5_TO_4.5:,caesars 4.5 O -108; U -137 | draftkings 4.5 O -110; U NA | fanatics 4.5 O +105; U -140 | fanduel 5.5 O +152; U NA | prophetx 4.5 O -20408; U -20408 | sleeper 4.5 O -108; U -152,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,"High recent minutes as core starter in most lineups, past wrist scare resolved",N/A,4.40,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=52396
Koa Peat,Arizona,Utah St.,34.0,0.92,"[35, 29, 26, 27, 28]","[2.8, 2.3, 2.1, 2.2, 2.2]",FC,points,under,15.0697,14.5,-104,fanduel,0.49,0.9623,N/A,,LINE_CHANGED_13.5_TO_14.5:,caesars 14.5 O -122; U -110 | draftkings 15.5 O -110; U NA | fanduel 14.5 O -122; U -104 | prophetx 14.5 O -137; U -113 | sleeper 14.5 O -143; U -116,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,N/A,N/A,15.07,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59288
Alex Karaban,Connecticut,UCLA,37.0,0.95,"[40, 30, 35, 37, 38]","[2.4, 1.8, 2.1, 2.2, 2.3]",F,points_rebounds,over,18.098,17.5,-113,fanduel,0.51,0.9618,N/A,,,draftkings 18.5 O -110; U NA | fanduel 17.5 O -113; U -113 | prophetx 17.5 O -20408; U -20408,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,N/A,N/A,"12.23,5.87","interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=52265
Koa Peat,Arizona,Utah St.,34.0,0.92,"[35, 29, 26, 27, 28]","[2.8, 2.3, 2.1, 2.2, 2.2]",FC,points_rebounds,over,21.4003,20.5,-122,fanduel,0.53,0.9606,N/A,,LINE_CHANGED_19.5_TO_20.5:,draftkings 21.5 O -110; U NA | fanduel 20.5 O -122; U -104,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,N/A,N/A,"15.07,6.33","interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59288
Jayden Ross,Connecticut,Illinois,22.0,0.95,"[23, 21, 22, 19, 21]","[2.2, 2, 2.1, 1.9, 2]",F,rebounds,over,3.2007,2.5,-133,sleeper,0.55,0.9603,N/A,,,sleeper 2.5 O -133; U -123,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,N/A,N/A,3.20,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54878
Jaden Bradley,Arizona,Utah St.,37.0,0.88,"[35, 31, 31, 34, 23]","[2.2, 1.9, 1.9, 2.1, 1.4]",G,rebounds,under,3.7575,3.5,-115,fanatics,0.51,0.959,N/A,,,fanatics 3.5 O -115; U -115 | sleeper 3.5 O -128; U -128,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,"High recent minutes as core starter in most lineups, past wrist scare resolved",N/A,3.76,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=52396
Solo Ball,Connecticut,UCLA,28.0,0.92,"[24, 25, 17, 29, 25]","[1.5, 1.6, 1.1, 1.8, 1.6]",GF,points,under,10.1544,10.5,-145,sleeper,0.56,0.9496,N/A,,LINE_CHANGED_11.5_TO_10.5:,caesars 9.5 O -124; U -107 | draftkings 9.5 O -125; U NA | fanduel 9.5 O -122; U -104 | prophetx 9.5 O -135; U -116 | sleeper 10.5 O -114; U -145,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Nagging wrist injury, managed with strong recent tournament play","High recent minutes (30, 32) in Sweet 16/Elite 8; reports confirm wrist improving and key role as starter (25-30+ MPG)",N/A,10.15,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54875
Koa Peat,Arizona,Utah St.,34.0,0.92,"[35, 29, 26, 27, 28]","[2.8, 2.3, 2.1, 2.2, 2.2]",FC,assists,over,2.7942,2.5,-120,sleeper,0.52,0.9492,N/A,,,sleeper 2.5 O -120; U -137,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,N/A,N/A,2.79,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59288
Motiejus Krivas,Arizona,Utah St.,32.0,0.98,"[25, 23, 27, 25, 22]","[2.7, 2.5, 2.9, 2.7, 2.4]",C,blocks,over,2.1981,1.5,-190,fanatics,0.62,0.9473,N/A,,,fanatics 1.5 O -190; U +145,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,Variable recent minutes but key in top lineup shares with Peat/Awaka,N/A,2.20,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55294
Tarris Reed,Connecticut,UCLA,33.0,0.92,"[30, 27, 23, 29, 35]","[3.3, 3, 2.5, 3.2, 3.8]",C,points_rebounds_assists,over,29.7137,28.5,-132,sleeper,0.54,0.9456,N/A,,LINE_CHANGED_30.5_TO_28.5:,sleeper 28.5 O -132; U -123,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Consistent high recent minutes,N/A,"15.79,11.22,2.71","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53353
Tomislav Ivisic,Illinois,Connecticut,27.0,0.95,"[24, 21, 23, 29, 27]","[1.9, 1.6, 1.8, 2.2, 2.1]",C,points_rebounds,under,14.9017,14.5,-115,fanduel,0.5,0.9427,N/A,,,draftkings 14.5 O -125; U NA | fanduel 14.5 O -111; U -115,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,N/A,"9.12,5.78","interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=55994
Keaton Wagler,Illinois,Connecticut,37.0,0.95,"[43, 32, 32, 38, 37]","[2.5, 1.8, 1.8, 2.2, 2.1]",G,points_rebounds_assists,under,26.8552,27.5,-145,sleeper,0.56,0.9403,N/A,,,draftkings 27.5 O -110; U NA | sleeper 27.5 O -114; U -145,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,N/A,"17.66,5.34,3.86","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57911
Tomislav Ivisic,Illinois,Connecticut,27.0,0.95,"[24, 21, 23, 29, 27]","[1.9, 1.6, 1.8, 2.2, 2.1]",C,assists,under,1.4992,1.5,-152,sleeper,0.57,0.9385,N/A,,,sleeper 1.5 O -109; U -152,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,N/A,1.50,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=55994
David Mirkovic,Illinois,Connecticut,37.0,0.9,"[37, 28, 23, 34, 38]","[2.5, 1.9, 1.6, 2.3, 2.6]",C,assists,over,2.8114,2.5,-128,sleeper,0.52,0.9346,N/A,,,sleeper 2.5 O -128; U -128,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,"Variance in recent games (23-38 min), but consistently heavy rotation player",N/A,2.81,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57910
Ben Humrichous,Illinois,Connecticut,17.0,0.9,"[24, 20, 27, 15, 19]","[1.3, 1.1, 1.5, 0.8, 1]",FC,points,under,3.7365,3.5,-128,sleeper,0.52,0.9293,N/A,,,sleeper 3.5 O -128; U -128,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,N/A,3.74,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=55378
Koa Peat,Arizona,Utah St.,34.0,0.92,"[35, 29, 26, 27, 28]","[2.8, 2.3, 2.1, 2.2, 2.2]",FC,points_rebounds_assists,over,24.1946,23.5,-125,sleeper,0.52,0.929,N/A,,LINE_CHANGED_21.5_TO_23.5:,sleeper 23.5 O -125; U -132,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,N/A,N/A,"15.07,6.33,2.79","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59288
Tobe Awaka,Arizona,Utah St.,17.0,0.9,"[20, 20, 27, 14, 18]","[2.6, 2.6, 3.5, 1.8, 2.3]",FC,points_rebounds_assists,under,14.6646,14.5,-128,sleeper,0.52,0.9263,N/A,,LINE_CHANGED_18.5_TO_14.5:,sleeper 14.5 O -128; U -128,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,Variable recent minutes but frequent in lineups spelling frontcourt,N/A,"7.14,6.95,0.58","interpolated_sim,interpolated_sim,poisson_fallback",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=53032
Ivan Kharchenkov,Arizona,Utah St.,37.0,0.95,"[24, 29, 32, 36, 26]","[1.4, 1.7, 1.8, 2.1, 1.5]",F,points_rebounds_assists,over,19.541,18.5,-139,sleeper,0.54,0.9238,N/A,,LINE_CHANGED_19.5_TO_18.5:,sleeper 18.5 O -139; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,High and stable recent minutes across nearly all top lineups,N/A,"11.86,5.17,2.51","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59287
Tomislav Ivisic,Illinois,Connecticut,27.0,0.95,"[24, 21, 23, 29, 27]","[1.9, 1.6, 1.8, 2.2, 2.1]",C,points_rebounds_assists,under,16.4009,16.5,-145,sleeper,0.54,0.9071,N/A,,,sleeper 16.5 O -114; U -145,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,N/A,"9.12,5.78,1.50","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=55994
Silas Demary,Connecticut,Illinois,23.0,0.85,"[31, 0, 22, 23, 23]","[2.7, 0, 1.9, 2, 2]",G,threes,over,0.8323,0.5,-166,fanduel,0.56,0.9053,N/A,,,caesars 0.5 O -190; U -325 | draftkings 0.5 O -190; U NA | fanduel 0.5 O -166; U NA,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Grade 2 high ankle sprain with calf/Achilles issues, consistently played 22-23 min in last 3 tournament games despite limited practice","High recent consistency (22,23,23 min) reduces prior std dev concerns amid ongoing injury management",N/A,0.83,poisson_fallback,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54416
Tarris Reed,Connecticut,UCLA,33.0,0.92,"[30, 27, 23, 29, 35]","[3.3, 3, 2.5, 3.2, 3.8]",C,assists,under,2.7083,2.5,-128,sleeper,0.51,0.9013,N/A,,,sleeper 2.5 O -128; U -128,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Consistent high recent minutes,N/A,2.71,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53353
Trey McKenney,Michigan,Arizona,23.0,1.0,"[23, 25, 23, 28, 19]","[1.4, 1.6, 1.4, 1.8, 1.2]",GF,rebounds,under,2.8257,2.5,-132,sleeper,0.51,0.8895,N/A,,,sleeper 2.5 O -125; U -132,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,N/A,2.83,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=58414
Keaton Wagler,Illinois,Connecticut,37.0,0.95,"[43, 32, 32, 38, 37]","[2.5, 1.8, 1.8, 2.2, 2.1]",G,points_assists,over,21.5185,21.5,-130,draftkings,0.48,0.8439,N/A,,,draftkings 21.5 O -130; U NA,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,N/A,"17.66,3.86","interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57911
Yaxel Lendeborg,Michigan,Arizona,34.0,0.95,"[34, 27, 32, 35, 35]","[1.9, 1.5, 1.8, 1.9, 1.9]",C,points_assists,over,19.518,20.5,-105,draftkings,0.41,0.809,N/A,,,draftkings 20.5 O -105; U NA,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,N/A,"16.40,3.12","interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55504
Roddy Gayle,Michigan,Arizona,22.0,0.85,"[13, 23, 20, 26, 22]","[1, 1.8, 1.6, 2, 1.7]",F,threes,over,0.5257,0.5,-145,caesars,0.41,0.6908,N/A,,,caesars 0.5 O -145; U NA | draftkings 0.5 O -170; U NA | fanduel 1.5 O +290; U NA,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,High std dev (4.35); stepped up post-Cason injury but variable usage,N/A,0.53,poisson_fallback,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=53359
Andrej Stojakovic,Illinois,Connecticut,27.0,0.9,"[31, 20, 26, 29, 26]","[1.6, 1, 1.4, 1.5, 1.4]",F,threes,over,0.4683,0.5,-137,caesars,0.37,0.6469,N/A,,,caesars 0.5 O -137; U NA | draftkings 0.5 O -150; U NA | fanduel 0.5 O -138; U NA,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,N/A,0.47,poisson_fallback,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54816
Anthony Dell'Orso,Arizona,Utah St.,9.0,0.95,"[16, 17, 30, 22, 22]","[0.9, 0.9, 1.6, 1.2, 1.2]",GF,threes,over,0.6813,1.5,182,fanduel,0.15,0.4211,N/A,,,fanduel 1.5 O +182; U NA,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,Minutes trending down recently but appears in several recent lineups as bench guard option,N/A,0.68,poisson_fallback,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=52478
