Player,team,opponent,proj_mins,conf,last_5_games,last_5_games_fouls,pos,stat,bet_side,stat_projection,line,odds,book,win_pct,expected_value,xAiScore,manualRtg,manualNotes,full_odds_meta_data,team_averages,minutes_injury_summary,minutes_confidence_justification,xAiContext,matched_sim_means,sim_source,game_time_cst,kenpom_player_url,etr_mins,etr_mins_diff,etr_proj,etr_proj_diff,rg_mins,rg_mins_diff,rg_proj,rg_proj_diff
Tre Donaldson,Miami FL,Purdue,33.0,0.88,"[36, 37, 38, 24, 34]","[1.7, 1.8, 1.8, 1.1, 1.6]",G,rebounds,under,3.5146,3.5,-118,splash_sports,0.56,1.0272,,,,splash_sports 3.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,"High std dev (5.08); recent variability (24-38 min), projecting near avg for tournament",,3.51,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52408,36.0,3.0,3.65,0.13,35.0,2.0,3.49,-0.02
Tre Donaldson,Miami FL,Purdue,33.0,0.88,"[36, 37, 38, 24, 34]","[1.7, 1.8, 1.8, 1.1, 1.6]",G,threes,under,1.951,2.5,-205,caesars,0.69,1.0268,,,,caesars 2.5 O +150; U -205 | fanatics 1.5 O -190; U +130 | prophetx 2.5 O +143; U -230,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,"High std dev (5.08); recent variability (24-38 min), projecting near avg for tournament",,1.95,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52408,36.0,3.0,2.02,0.07,35.0,2.0,2.33,0.38
Sam Lewis,Virginia,Tennessee,28.0,0.92,"[31, 26, 26, 28, 29]","[2.3, 2, 2, 2.1, 2.2]",F,rebounds,under,3.9992,3.5,112,caesars,0.48,1.0266,,,,caesars 3.5 O -150; U +112 | prophetx 3.5 O -145; U -124,"Team REB: 40.93, Team AST: 16.73, Team 3PM: 10.13, Team STL: 6.57, Team BLK: 6.23, Team TO: 10.80",,,,4.00,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=54854,29.0,1.0,4.15,0.15,27.0,-1.0,3.25,-0.75
Karson Templin,Utah St.,Arizona,18.0,0.9,"[23, 18, 14, 14, 24]","[3.4, 2.7, 2.1, 2.1, 3.5]",C,rebounds,under,4.6365,4.5,-118,splash_sports,0.56,1.0263,,,,splash_sports 4.5 O -118; U -118,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",,,,4.64,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=54924,19.0,1.0,4.6,-0.03,18.5,0.5,4.49,-0.15
Thijs De Ridder,Virginia,Tennessee,29.0,0.98,"[26, 28, 28, 29, 29]","[2.2, 2.4, 2.4, 2.5, 2.5]",C,points,under,13.1522,13.5,-118,splash_sports,0.56,1.0259,,,,caesars 13.5 O -110; U -121 | fanatics 13.5 O -110; U -120 | fanduel 13.5 O -104; U -125 | prophetx 13.5 O -118; U -132 | splash_sports 13.5 O -118; U -118,"Team REB: 40.93, Team AST: 16.73, Team 3PM: 10.13, Team STL: 6.57, Team BLK: 6.23, Team TO: 10.80",,,,13.15,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=59438,29.0,0.0,13.01,-0.14,28.0,-1.0,12.17,-0.98
Ja'Kobi Gillespie,Tennessee,Virginia,37.0,0.98,"[34, 37, 36, 38, 36]","[2.3, 2.5, 2.4, 2.6, 2.4]",G,steals,under,1.8945,1.5,135,fanatics,0.44,1.0251,,,,fanatics 1.5 O -175; U +135,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",,,,1.89,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=52406,38.0,1.0,1.91,0.02,36.0,-1.0,2.25,0.36
Blake Buchanan,Iowa St.,Kentucky,26.0,0.95,"[22, 25, 24, 25, 26]","[2.1, 2.4, 2.3, 2.4, 2.5]",C,rebounds,over,7.584,6.5,-118,splash_sports,0.55,1.0242,,,,sleeper 6.5 O -128; U -128 | splash_sports 6.5 O -118; U -118,"Team REB: 35.60, Team AST: 17.40, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.87, Team TO: 10.37",,,,7.58,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=54958,27.0,1.0,7.11,-0.47,26.0,0.0,7.15,-0.43
Eric Dailey,UCLA,Connecticut,30.0,0.95,"[22, 24, 34, 34, 32]","[1.7, 1.9, 2.6, 2.6, 2.5]",FC,points_rebounds,under,17.7631,18.5,-128,fanduel,0.58,1.0242,,,,fanduel 18.5 O +100; U -128,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",,"Very stable ~30 min average, 32 in UCF; core starter in all lineups",,"10.37,7.39","interpolated_sim,interpolated_sim",2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=54675,32.0,2.0,18.42,0.66,34.0,4.0,19.96,2.2
Denzel Aberdeen,Kentucky,Iowa St.,37.0,0.98,"[36, 37, 34, 35, 38]","[2.2, 2.3, 2.1, 2.2, 2.4]",G,points,over,13.7823,12.5,-120,fanatics,0.56,1.0231,,,,fanatics 12.5 O -120; U -110 | sleeper 13.5 O -127; U -130 | splash_sports 13.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",,,,13.78,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=52525,35.0,-2.0,13.08,-0.7,35.0,-2.0,13.02,-0.76
Dante Allen,Miami FL,Purdue,26.0,0.96,"[23, 24, 26, 29, 26]","[1.2, 1.3, 1.4, 1.5, 1.4]",GF,rebounds,over,3.1682,2.5,-118,splash_sports,0.55,1.0218,,,,splash_sports 2.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,,,3.17,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=58420,27.0,1.0,2.94,-0.23,26.0,0.0,2.51,-0.66
Bennett Stirtz,Iowa,Florida,40.0,1.0,"[40, 45, 39, 39, 40]","[2.2, 2.5, 2.1, 2.1, 2.2]",G,points,over,19.2815,17.5,-128,fanduel,0.57,1.0194,,,,caesars 18.5 O -114; U -117 | fanatics 18.5 O -115; U -115 | fanduel 17.5 O -128; U -102 | splash_sports 18.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,19.28,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56549,39.0,-1.0,19.04,-0.25,39.5,-0.5,18.9,-0.38
Flory Bidunga,Kansas,St. John's,32.0,0.95,"[37, 26, 27, 31, 30]","[2.7, 1.9, 2, 2.2, 2.2]",C,points,under,11.6459,11.5,-108,fanduel,0.53,1.0163,,,,caesars 11.5 O -122; U -109 | fanatics 11.5 O -110; U -120 | fanduel 11.5 O -120; U -108 | prophetx 11.5 O -132; U -118 | sleeper 11.5 O -132; U -125 | splash_sports 11.5 O -118; U -118,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73",,,,11.65,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=56053,32.0,0.0,11.07,-0.58,32.0,0.0,11.47,-0.18
Tre White,Kansas,St. John's,33.0,0.9,"[37, 30, 38, 21, 32]","[2.2, 1.8, 2.3, 1.3, 1.9]",FC,threes,under,1.5061,1.5,-130,caesars,0.57,1.0123,,,,caesars 1.5 O -103; U -130 | fanatics 1.5 O +100; U -130 | prophetx 1.5 O +105; U -139,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73",,"Key rotation player in top lineups, strong first-round performance; avg ~31 min despite std dev 6.09",,1.51,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=53086,32.0,-1.0,1.44,-0.07,32.0,-1.0,1.73,0.22
Labaron Philon,Alabama,Texas Tech,36.0,0.95,"[28, 34, 29, 34, 36]","[1.5, 1.8, 1.5, 1.8, 1.9]",G,points_rebounds_assists,under,32.9459,33.5,-118,splash_sports,0.55,1.0114,,,,sleeper 33.5 O -133; U -123 | splash_sports 33.5 O -118; U -118,"Team REB: 40.73, Team AST: 16.33, Team 3PM: 12.97, Team STL: 6.50, Team BLK: 5.07, Team TO: 10.00",,,,"23.53,3.96,5.46","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=56059,36.0,0.0,31.46,-1.49,37.0,1.0,32.62,-0.33
Motiejus Krivas,Arizona,Utah St.,25.0,0.98,"[25, 23, 27, 25, 22]","[2.7, 2.5, 2.9, 2.7, 2.4]",C,points,over,10.5023,9.5,-118,splash_sports,0.55,1.011,,,,caesars 9.5 O -124; U -107 | fanatics 9.5 O -130; U +100 | fanduel 9.5 O -125; U -104 | prophetx 9.5 O -135; U -116 | splash_sports 9.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",,,,10.50,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=55294,28.0,3.0,10.68,0.18,25.0,0.0,9.37,-1.13
Xaivian Lee,Florida,Iowa,30.0,0.95,"[25, 31, 31, 30, 23]","[1.7, 2.1, 2.1, 2, 1.6]",G,points,over,11.5499,10.5,-118,fanduel,0.55,1.0108,,,,caesars 10.5 O -130; U -103 | fanatics 11.5 O +100; U -130 | fanduel 10.5 O -118; U -110 | splash_sports 10.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,11.55,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=53977,31.0,1.0,11.5,-0.05,29.25,-0.75,10.83,-0.72
Blake Buchanan,Iowa St.,Kentucky,26.0,0.95,"[22, 25, 24, 25, 26]","[2.1, 2.4, 2.3, 2.4, 2.5]",C,points_rebounds_assists,over,19.6108,18.5,-115,sleeper,0.54,1.0099,,,,sleeper 18.5 O -115; U -143 | splash_sports 18.5 O -118; U -118,"Team REB: 35.60, Team AST: 17.40, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.87, Team TO: 10.37",,,,"10.07,7.58,1.96","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=54958,27.0,1.0,18.39,-1.22,26.0,0.0,18.31,-1.3
MJ Collins,Utah St.,Arizona,35.0,0.92,"[29, 34, 31, 38, 35]","[1.4, 1.6, 1.5, 1.8, 1.7]",GF,threes,under,2.0517,2.5,-190,fanatics,0.66,1.0097,,,,fanatics 2.5 O +130; U -190,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",,,,2.05,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=53130,35.0,0.0,2.29,0.24,35.5,0.5,2.29,0.24
Jaden Bradley,Arizona,Utah St.,32.0,0.88,"[35, 31, 31, 34, 23]","[2.2, 1.9, 1.9, 2.1, 1.4]",G,points_rebounds_assists,under,22.117,22.5,-118,splash_sports,0.55,1.0076,,,,splash_sports 22.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",Tweaked left wrist/finger in Big 12 final but returned to game and practicing normally,Healthy now but slight uncertainty post-injury; blowout limited last game's minutes,,"14.29,3.56,4.26","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=52396,32.0,0.0,21.17,-0.95,32.0,0.0,19.99,-2.13
Tavion Banks,Iowa,Florida,27.0,0.95,"[27, 26, 34, 19, 25]","[3.4, 3.2, 4.2, 2.4, 3.1]",FC,threes,over,0.5287,0.5,145,caesars,0.41,1.0061,,,,caesars 0.5 O +145; U NA,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,0.53,poisson_fallback,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56548,26.0,-1.0,0.47,-0.06,26.0,-1.0,0.5,-0.03
Tamin Lipsey,Iowa St.,Kentucky,33.0,0.9,"[34, 30, 31, 30, 17]","[2, 1.8, 1.9, 1.8, 1]",G,assists,under,5.4764,5.5,-118,splash_sports,0.54,1.0041,,,,sleeper 5.5 O -133; U -123 | splash_sports 5.5 O -118; U -118,"Team REB: 35.60, Team AST: 17.40, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.87, Team TO: 10.37",,"17 min in blowout last game, prior groin tweak resolved per coach, fully healthy",,5.48,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=52597,32.0,-1.0,4.86,-0.62,34.0,1.0,5.44,-0.04
Boogie Fland,Florida,Iowa,31.0,0.95,"[29, 33, 35, 34, 25]","[2, 2.3, 2.4, 2.4, 1.8]",G,threes,under,0.9125,0.5,150,fanatics,0.4,1.0038,,,,caesars 0.5 O -190; U NA | fanatics 0.5 O -240; U +150,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,0.91,poisson_fallback,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56216,33.0,2.0,0.96,0.05,31.25,0.25,1.07,0.16
Trent Perry,UCLA,Connecticut,36.0,0.96,"[29, 34, 30, 40, 37]","[1.6, 1.9, 1.6, 2.2, 2]",GF,threes,under,1.4866,1.5,-139,caesars,0.58,1.0024,,,,caesars 1.5 O +105; U -139 | fanatics 1.5 O +110; U -145 | prophetx 1.5 O -103; U -184 | sleeper 1.5 O +101; U -169,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",,"Extremely stable 34-40 range, 37 in UCF; core in all lineups",,1.49,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=56393,36.0,0.0,1.46,-0.03,34.0,-2.0,1.3,-0.19
Cooper Koch,Iowa,Florida,35.0,0.95,"[21, 39, 38, 27, 38]","[1.5, 2.7, 2.7, 1.9, 2.7]",F,threes,over,1.8812,1.5,-118,splash_sports,0.54,1.002,,,,caesars 1.5 O -134; U +100 | fanatics 1.5 O -130; U +100 | prophetx 1.5 O -173; U -139 | splash_sports 1.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,1.88,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56179,36.0,1.0,1.83,-0.05,34.0,-1.0,2.37,0.49
Cam Manyawu,Iowa,Florida,22.0,0.95,"[28, 15, 26, 22, 23]","[3.5, 1.9, 3.2, 2.8, 2.9]",C,points,under,7.7487,7.5,-108,caesars,0.52,1.0012,,,,caesars 7.5 O -124; U -108 | fanatics 7.5 O -120; U -110 | prophetx 7.5 O -165; U -111 | splash_sports 7.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,7.75,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54984,23.0,1.0,7.17,-0.58,23.0,1.0,6.89,-0.86
Tamin Lipsey,Iowa St.,Kentucky,33.0,0.9,"[34, 30, 31, 30, 17]","[2, 1.8, 1.9, 1.8, 1]",G,turnovers,over,1.843,1.5,-118,splash_sports,0.54,1.0009,,,,splash_sports 1.5 O -118; U -118,"Team REB: 35.60, Team AST: 17.40, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.87, Team TO: 10.37",,"17 min in blowout last game, prior groin tweak resolved per coach, fully healthy",,1.84,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=52597,32.0,-1.0,,,34.0,1.0,,
Flory Bidunga,Kansas,St. John's,32.0,0.95,"[37, 26, 27, 31, 30]","[2.7, 1.9, 2, 2.2, 2.2]",C,points_rebounds,under,20.7502,20.5,-106,fanduel,0.51,1.0006,,,,fanduel 20.5 O -120; U -106,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73",,,,"11.65,9.10","interpolated_sim,interpolated_sim",2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=56053,32.0,0.0,19.72,-1.03,32.0,0.0,20.51,-0.24
Mason Falslev,Utah St.,Arizona,34.0,0.97,"[35, 34, 31, 31, 35]","[2.3, 2.2, 2, 2, 2.3]",F,threes,over,1.2819,1.5,177,caesars,0.36,1.0006,,,,caesars 1.5 O +177; U -245 | fanatics 1.5 O +160; U -275 | prophetx 1.5 O +165; U -270,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",,,,1.28,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=53101,35.0,1.0,1.23,-0.05,34.5,0.5,1.35,0.07
Drake Allen,Utah St.,Arizona,33.0,0.95,"[37, 30, 31, 30, 33]","[3.5, 2.8, 2.9, 2.8, 3.1]",G,assists,over,4.9756,4.5,-118,splash_sports,0.54,1.0004,,,,splash_sports 4.5 O -118; U -118,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",,,,4.98,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=53191,33.0,0.0,4.33,-0.64,33.5,0.5,4.85,-0.13
Nate Ament,Tennessee,Virginia,20.0,0.82,"[0, 0, 32, 30, 19]","[0, 0, 1.9, 1.8, 1.1]",C,turnovers,under,1.5613,1.5,-118,splash_sports,0.54,0.9983,,,,splash_sports 1.5 O -118; U -118,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",High right ankle sprain; minor knee soreness; limited to 18min (5 in 2H scoreless) in first-round tournament win due to leg soreness; expects to play vs Virginia but pain tolerance issues persist per coach,Adjusted down slightly to reflect recent tournament limitation despite expectation to play through; balanced with prior high usage,,1.56,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=58152,32.0,12.0,,,30.0,10.0,,
Collin Chandler,Kentucky,Iowa St.,34.0,0.9,"[35, 30, 33, 28, 42]","[2.8, 2.4, 2.6, 2.2, 3.4]",GF,steals,over,1.2765,1.5,175,fanatics,0.36,0.9975,,,,fanatics 1.5 O +175; U -240,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",,,,1.28,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=56073,34.0,0.0,1.33,0.06,33.0,-1.0,1.28,0.0
Melvin Council,Kansas,St. John's,37.0,0.95,"[39, 31, 40, 35, 31]","[1.8, 1.4, 1.8, 1.6, 1.4]",G,rebounds,under,5.0486,4.5,115,fanatics,0.46,0.9961,,,,caesars 5.5 O +126; U -170 | fanatics 4.5 O -150; U +115 | fanduel 4.5 O -136; U +102 | prophetx 5.5 O -116; U -219 | sleeper 4.5 O -156; U -105 | splash_sports 4.5 O -118; U -118,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73",,,,5.05,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=55518,35.0,-2.0,4.36,-0.69,36.0,-1.0,3.55,-1.5
Koa Peat,Arizona,Utah St.,29.0,0.92,"[35, 29, 26, 27, 28]","[2.8, 2.3, 2.1, 2.2, 2.2]",FC,rebounds,under,5.7099,5.5,-115,fanatics,0.53,0.9959,,,,caesars 5.5 O -112; U -120 | fanatics 5.5 O -115; U -115 | fanduel 5.5 O -106; U -125 | prophetx 5.5 O -155; U -161 | splash_sports 5.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",Recovered from February leg injury; full minutes in first round,No recent issues; consistent high usage,,5.71,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=59288,28.0,-1.0,5.18,-0.53,28.0,-1.0,5.17,-0.54
Dylan Darling,St. John's,Kansas,30.0,0.9,"[36, 25, 29, 23, 33]","[4, 2.8, 3.2, 2.5, 3.6]",G,threes,over,1.3206,0.5,-235,caesars,0.7,0.9955,,,,caesars 0.5 O -235; U NA,,,,,1.32,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=53127,32.0,2.0,1.37,0.05,29.0,-1.0,1.12,-0.2
Thijs De Ridder,Virginia,Tennessee,29.0,0.98,"[26, 28, 28, 29, 29]","[2.2, 2.4, 2.4, 2.5, 2.5]",C,points_rebounds,under,19.6847,19.5,-108,fanduel,0.52,0.9954,,,,fanduel 19.5 O -118; U -108,"Team REB: 40.93, Team AST: 16.73, Team 3PM: 10.13, Team STL: 6.57, Team BLK: 6.23, Team TO: 10.80",,,,"13.15,6.53","interpolated_sim,interpolated_sim",2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=59438,29.0,0.0,19.48,-0.21,28.0,-1.0,17.75,-1.93
Denzel Aberdeen,Kentucky,Iowa St.,37.0,0.98,"[36, 37, 34, 35, 38]","[2.2, 2.3, 2.1, 2.2, 2.4]",G,points_rebounds_assists,over,20.5387,19.5,-118,splash_sports,0.54,0.9937,,,,sleeper 19.5 O -132; U -125 | splash_sports 19.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",,,,"13.78,3.18,3.58","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=52525,35.0,-2.0,19.49,-1.04,35.0,-2.0,19.86,-0.68
Amari Allen,Alabama,Texas Tech,31.0,0.95,"[26, 21, 24, 25, 32]","[2.7, 2.2, 2.5, 2.6, 3.3]",FC,threes,over,1.5761,1.5,120,fanatics,0.45,0.9927,,,,fanatics 1.5 O +120; U -165,"Team REB: 40.73, Team AST: 16.33, Team 3PM: 12.97, Team STL: 6.50, Team BLK: 5.07, Team TO: 10.00",,,,1.58,interpolated_sim,2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=57933,32.0,1.0,1.55,-0.03,31.0,0.0,1.52,-0.06
Melvin Council,Kansas,St. John's,37.0,0.95,"[39, 31, 40, 35, 31]","[1.8, 1.4, 1.8, 1.6, 1.4]",G,threes,under,1.1191,1.5,-240,caesars,0.7,0.9927,,,,caesars 1.5 O +175; U -240 | fanatics 1.5 O +155; U -250,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73",,,,1.12,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=55518,35.0,-2.0,0.97,-0.15,36.0,-1.0,0.69,-0.43
Braylon Mullins,Connecticut,UCLA,32.0,0.95,"[33, 34, 32, 27, 37]","[3.3, 3.4, 3.2, 2.7, 3.7]",GF,rebounds,over,4.1352,3.5,-118,splash_sports,0.54,0.9903,,,,sleeper 3.5 O -128; U -128 | splash_sports 3.5 O -118; U -118,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",,,,4.14,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=58096,35.0,3.0,4.76,0.62,34.0,2.0,3.57,-0.57
Koa Peat,Arizona,Utah St.,29.0,0.92,"[35, 29, 26, 27, 28]","[2.8, 2.3, 2.1, 2.2, 2.2]",FC,points_rebounds_assists,over,22.5521,21.5,-118,splash_sports,0.54,0.9897,,,,splash_sports 21.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",Recovered from February leg injury; full minutes in first round,No recent issues; consistent high usage,,"14.14,5.71,2.71","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=59288,28.0,-1.0,20.48,-2.08,28.0,-1.0,20.76,-1.79
Ja'Kobi Gillespie,Tennessee,Virginia,37.0,0.98,"[34, 37, 36, 38, 36]","[2.3, 2.5, 2.4, 2.6, 2.4]",G,threes,over,2.8421,2.5,-114,caesars,0.53,0.9867,,,,caesars 2.5 O -114; U -117 | fanatics 2.5 O -115; U -115 | prophetx 2.5 O -165; U -159,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",,,,2.84,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=52406,38.0,1.0,2.87,0.02,36.0,-1.0,2.93,0.09
Thijs De Ridder,Virginia,Tennessee,29.0,0.98,"[26, 28, 28, 29, 29]","[2.2, 2.4, 2.4, 2.5, 2.5]",C,rebounds,under,6.5324,5.5,120,caesars,0.45,0.9864,,,,caesars 5.5 O -159; U +120 | fanatics 5.5 O -150; U +115 | fanduel 6.5 O +104; U -138 | prophetx 6.5 O +105; U -165,"Team REB: 40.93, Team AST: 16.73, Team 3PM: 10.13, Team STL: 6.57, Team BLK: 6.23, Team TO: 10.80",,,,6.53,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=59438,29.0,0.0,6.46,-0.07,28.0,-1.0,5.58,-0.95
Braden Smith,Purdue,Miami FL,35.0,0.95,"[36, 37, 32, 38, 32]","[1.7, 1.8, 1.5, 1.8, 1.5]",G,points_rebounds_assists,over,29.5455,28.5,-118,splash_sports,0.53,0.9854,,,,splash_sports 28.5 O -118; U -118,"Team REB: 35.60, Team AST: 19.67, Team 3PM: 9.40, Team STL: 5.67, Team BLK: 2.67, Team TO: 9.17",,,,"17.80,3.79,7.95","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52901,38.0,3.0,26.67,-2.88,36.0,1.0,24.64,-4.91
Adlan Elamin,Utah St.,Arizona,26.0,0.88,"[17, 17, 28, 24, 30]","[1.6, 1.6, 2.6, 2.2, 2.8]",FC,points_rebounds_assists,over,13.3807,12.5,-118,splash_sports,0.53,0.9841,,,,splash_sports 12.5 O -118; U -118,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",,"High variability (std 5.42) but strong recent trend (28,24,30) and heavy usage in top lineups (23%+ share); tournament game supports continued role",,"7.34,4.94,1.09","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=58058,26.0,0.0,13.1,-0.28,26.5,0.5,13.1,-0.28
